,Song,Artist,Tempo,Valence,Loudness,Energy,Key,Rank
1516,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,33
1517,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,34
1518,You Say,Lauren Daigle,147.892,0.0791,-6.89,0.632,5,35
1519,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,36
1520,Better Now,Post Malone,145.038,0.341,-5.804,0.578,10,37
1521,Tequila,Dan + Shay,86.016,0.494,-5.731,0.581,11,38
1522,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,39
1523,Act Up,City Girls,97.075,0.313,-4.713,0.638,8,40
1524,Kill This Love,BLACKPINK,131.974,0.58,-4.141,0.861,2,41
1525,Baby Shark,Pinkfong,115.062,0.52,-3.651,0.84,7,42
1526,Youngblood,5 Seconds Of Summer,120.274,0.152,-5.114,0.854,7,43
1527,Money,Cardi B,130.003,0.219,-6.508,0.59,8,44
1528,Here Tonight,Brett Young,96.002,0.448,-5.271,0.776,11,45
1529,Here With Me,Marshmello Featuring CHVRCHES,99.961,0.181,-3.933,0.565,5,46
1530,MIA,Bad Bunny Featuring Drake,97.062,0.158,-6.349,0.539,6,47
1531,Look What God Gave Her,Thomas Rhett,113.0,0.883,-3.966,0.85,2,48
1532,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,49
1533,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,50
1534,Wish You Were Gay,Billie Eilish,118.028,0.282,-10.198,0.351,7,51
1535,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,52
1536,Good As You,Kane Brown,153.831,0.769,-6.05,0.516,8,53
1537,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,139.927,0.475,-4.595,0.846,3,54
1538,My Bad,Khalid,84.999,0.391,-9.127,0.568,5,55
1539,Mixed Personalities,YNW Melly Featuring Kanye West,149.937,0.352,-9.104,0.44,2,56
1540,Saturday Nights,Khalid & Kane Brown,167.923,0.341,-8.559,0.44,10,57
1541,Outta My Head,Khalid With John Mayer,103.012,0.514,-7.818,0.545,0,58
1542,Robbery,Juice WRLD,159.966,0.578,-5.122,0.692,2,59
1543,Make It Sweet,Old Dominion,180.166,0.555,-4.453,0.837,7,60
1544,Worth It,YK Osiris,123.936,0.422,-4.082,0.528,5,61
1545,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,62
1546,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,63
1547,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,64
1548,Close Friends,Lil Baby,158.896,0.698,-4.669,0.578,10,65
1549,Miss Me More,Kelsea Ballerini,96.028,0.491,-7.146,0.72,2,66
1550,You Should See Me In A Crown,Billie Eilish,150.455,0.323,-10.485,0.533,4,68
1551,Monopoly,Ariana Grande & Victoria Monet,143.96,0.695,-8.282,0.507,0,69
1552,There Was This Girl,Riley Green,127.981,0.94,-4.223,0.877,1,70
1553,My Strange Addiction,Billie Eilish,100.029,0.563,-10.952,0.305,8,71
1554,Shot Clock,Ella Mai,95.11,0.434,-6.008,0.512,4,72
1555,Walk Me Home,P!nk,88.038,0.432,-6.119,0.453,1,73
1556,Bad Liar,Imagine Dragons,177.913,0.0827,-6.993,0.637,3,74
1557,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,107.978,0.239,-8.32,0.436,2,75
1558,Last Time That I Checc'd,Nipsey Hussle Featuring YG,96.024,0.279,-4.224,0.746,1,76
1559,Undrunk,FLETCHER,91.863,0.551,-6.484,0.579,5,77
1560,Rumor,Lee Brice,140.975,0.599,-6.857,0.56,9,78
1561,Night Shift,Jon Pardi,95.999,0.73,-3.564,0.754,2,79
1562,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,81
1563,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,82
1564,Put A Date On It,Yo Gotti Featuring Lil Baby,129.93,0.579,-5.696,0.659,4,83
1565,Calma,Pedro Capo X Farruko,126.899,0.761,-4.218,0.773,11,85
1566,Xanny,Billie Eilish,111.554,0.0528,-17.832,0.125,9,86
1567,Bad Luck,Khalid,164.047,0.303,-5.515,0.52,1,87
1568,One That Got Away,Michael Ray,160.003,0.609,-4.245,0.825,10,88
1569,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,89
1570,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,90
1571,Faucet Failure,Ski Mask The Slump God,99.993,0.615,-9.373,0.552,10,91
1572,All The Good Girls Go To Hell,Billie Eilish,185.044,0.569,-8.922,0.444,8,92
1573,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,93
1574,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,94
1575,Inmortal,Aventura,124.015,0.848,-4.65,0.775,8,95
1576,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,96
1577,Dedication,Nipsey Hussle Featuring Kendrick Lamar,93.995,0.168,-5.448,0.734,8,97
1578,Let Me Down Slowly,Alec Benjamin + Alessia Cara,150.073,0.483,-5.714,0.557,1,98
1579,Big Ole Freak,Megan Thee Stallion,142.979,0.627,-7.694,0.699,2,99
1580,Victory Lap,Nipsey Hussle Featuring Stacy Barthe,89.146,0.0467,-2.209,0.755,4,100
1581,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,1
1582,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,2
1583,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,3
1584,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,4
1585,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,5
1586,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,6
1587,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,7
1588,Boy With Luv,BTS Featuring Halsey,119.991,0.798,-4.757,0.862,11,8
1589,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,9
1590,Please Me,Cardi B & Bruno Mars,133.992,0.65,-6.711,0.57,1,10
1591,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,11
1592,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,12
1593,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,13
1594,Thotiana,Blueface,104.025,0.391,-12.89,0.382,10,14
1595,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,15
1596,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,16
1597,Better,Khalid,97.949,0.112,-10.278,0.552,0,17
1598,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,169.999,0.335,-5.29,0.554,5,18
1599,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,19
1600,Talk,Khalid,135.984,0.346,-8.575,0.4,0,20
1601,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,21
1602,A Lot,21 Savage,145.972,0.274,-7.643,0.636,1,22
1603,Girls Like You,Maroon 5 Featuring Cardi B,124.959,0.448,-6.825,0.541,0,23
1604,Beautiful Crazy,Luke Combs,103.313,0.382,-7.431,0.402,11,24
1605,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,144.111,0.492,-5.029,0.758,1,25
1606,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,26
1607,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,79.351,0.702,-5.152,0.833,5,27
1608,Sanguine Paradise,Lil Uzi Vert,134.972,0.207,-6.736,0.603,6,28
1609,Murder On My Mind,YNW Melly,115.007,0.74,-7.985,0.73,0,29
1610,Be Alright,Dean Lewis,126.684,0.443,-6.319,0.586,11,30
1611,Bury A Friend,Billie Eilish,120.046,0.196,-14.505,0.389,8,31
1612,Drip Too Hard,Lil Baby & Gunna,112.511,0.389,-6.903,0.662,1,32
1613,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,33
1614,"Thank U, Next",Ariana Grande,106.966,0.412,-5.634,0.653,1,34
1615,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,35
1616,Act Up,City Girls,97.075,0.313,-4.713,0.638,8,36
1617,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,37
1618,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,38
1619,Better Now,Post Malone,145.038,0.341,-5.804,0.578,10,39
1620,You Say,Lauren Daigle,147.892,0.0791,-6.89,0.632,5,40
1621,Here With Me,Marshmello Featuring CHVRCHES,99.961,0.181,-3.933,0.565,5,41
1622,Here Tonight,Brett Young,96.002,0.448,-5.271,0.776,11,42
1623,Baby Shark,Pinkfong,115.062,0.52,-3.651,0.84,7,43
1624,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,44
1625,MIA,Bad Bunny Featuring Drake,97.062,0.158,-6.349,0.539,6,45
1626,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,46
1627,Youngblood,5 Seconds Of Summer,120.274,0.152,-5.114,0.854,7,47
1628,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,48
1629,Tequila,Dan + Shay,86.016,0.494,-5.731,0.581,11,49
1630,Money,Cardi B,130.003,0.219,-6.508,0.59,8,50
1631,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,51
1632,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,139.927,0.475,-4.595,0.846,3,52
1633,Look What God Gave Her,Thomas Rhett,113.0,0.883,-3.966,0.85,2,53
1634,Good As You,Kane Brown,153.831,0.769,-6.05,0.516,8,54
1635,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,55
1636,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,56
1637,Make It Sweet,Old Dominion,180.166,0.555,-4.453,0.837,7,57
1638,Close Friends,Lil Baby,158.896,0.698,-4.669,0.578,10,58
1639,Mixed Personalities,YNW Melly Featuring Kanye West,149.937,0.352,-9.104,0.44,2,59
1640,Worth It,YK Osiris,123.936,0.422,-4.082,0.528,5,60
1641,Robbery,Juice WRLD,159.966,0.578,-5.122,0.692,2,61
1642,Miss Me More,Kelsea Ballerini,96.028,0.491,-7.146,0.72,2,63
1643,Wish You Were Gay,Billie Eilish,118.028,0.282,-10.198,0.351,7,64
1644,You Should See Me In A Crown,Billie Eilish,150.455,0.323,-10.485,0.533,4,65
1645,Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",156.277,0.398,-4.406,0.882,7,66
1646,SOS,Avicii Featuring Aloe Blacc,100.001,0.376,-6.181,0.645,5,68
1647,Rumor,Lee Brice,140.975,0.599,-6.857,0.56,9,69
1648,Night Shift,Jon Pardi,95.999,0.73,-3.564,0.754,2,70
1649,Walk Me Home,P!nk,88.038,0.432,-6.119,0.453,1,71
1650,Clout,Offset Featuring Cardi B,140.022,0.424,-7.384,0.622,1,72
1651,Kill This Love,BLACKPINK,131.974,0.58,-4.141,0.861,2,73
1652,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,74
1653,Cool,Jonas Brothers,78.969,0.62,-5.487,0.598,0,75
1654,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,77
1655,Shot Clock,Ella Mai,95.11,0.434,-6.008,0.512,4,78
1656,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,79
1657,Bad Liar,Imagine Dragons,177.913,0.0827,-6.993,0.637,3,80
1658,Love Ain't,Eli Young Band,98.007,0.727,-4.645,0.851,11,81
1659,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,107.978,0.239,-8.32,0.436,2,82
1660,Undrunk,FLETCHER,91.863,0.551,-6.484,0.579,5,83
1661,Big Ole Freak,Megan Thee Stallion,142.979,0.627,-7.694,0.699,2,84
1662,Put A Date On It,Yo Gotti Featuring Lil Baby,129.93,0.579,-5.696,0.659,4,85
1663,Saturday Nights,Khalid & Kane Brown,167.923,0.341,-8.559,0.44,10,86
1664,One That Got Away,Michael Ray,160.003,0.609,-4.245,0.825,10,87
1665,My Strange Addiction,Billie Eilish,100.029,0.563,-10.952,0.305,8,88
1666,Faucet Failure,Ski Mask The Slump God,99.993,0.615,-9.373,0.552,10,89
1667,Xanny,Billie Eilish,111.554,0.0528,-17.832,0.125,9,90
1668,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,91
1669,Last Time That I Checc'd,Nipsey Hussle Featuring YG,96.024,0.279,-4.224,0.746,1,92
1670,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,93
1671,Make It Right,BTS Featuring Lauv,97.551,0.345,-7.811,0.685,7,95
1672,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,96
1673,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,97
1674,There Was This Girl,Riley Green,127.981,0.94,-4.223,0.877,1,98
1675,Let Me Down Slowly,Alec Benjamin + Alessia Cara,150.073,0.483,-5.714,0.557,1,99
1676,On My Way To You,Cody Johnson,157.97,0.245,-5.477,0.538,1,100
1677,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,1
1678,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,2
1679,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,3
1680,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,4
1681,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,5
1682,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,6
1683,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,7
1684,Talk,Khalid,135.984,0.346,-8.575,0.4,0,8
1685,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,9
1686,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,10
1687,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,11
1688,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,12
1689,Please Me,Cardi B & Bruno Mars,133.992,0.65,-6.711,0.57,1,13
1690,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,169.999,0.335,-5.29,0.554,5,14
1691,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,15
1692,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,16
1693,Earth,Lil Dicky,95.941,0.676,-4.649,0.664,2,17
1694,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,18
1695,Better,Khalid,97.949,0.112,-10.278,0.552,0,19
1696,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,20
1697,Thotiana,Blueface,104.025,0.391,-12.89,0.382,10,21
1698,Girls Like You,Maroon 5 Featuring Cardi B,124.959,0.448,-6.825,0.541,0,22
1699,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,23
1700,A Lot,21 Savage,145.972,0.274,-7.643,0.636,1,24
1701,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,25
1702,Beautiful Crazy,Luke Combs,103.313,0.382,-7.431,0.402,11,26
1703,Be Alright,Dean Lewis,126.684,0.443,-6.319,0.586,11,27
1704,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,28
1705,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,144.111,0.492,-5.029,0.758,1,29
1706,Act Up,City Girls,97.075,0.313,-4.713,0.638,8,30
1707,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,31
1708,Sanguine Paradise,Lil Uzi Vert,134.972,0.207,-6.736,0.603,6,32
1709,Drip Too Hard,Lil Baby & Gunna,112.511,0.389,-6.903,0.662,1,33
1710,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,34
1711,Murder On My Mind,YNW Melly,115.007,0.74,-7.985,0.73,0,35
1712,Bury A Friend,Billie Eilish,120.046,0.196,-14.505,0.389,8,36
1713,Here With Me,Marshmello Featuring CHVRCHES,99.961,0.181,-3.933,0.565,5,37
1714,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,38
1715,Clout,Offset Featuring Cardi B,140.022,0.424,-7.384,0.622,1,39
1716,Boy With Luv,BTS Featuring Halsey,119.991,0.798,-4.757,0.862,11,40
1717,"Thank U, Next",Ariana Grande,106.966,0.412,-5.634,0.653,1,41
1718,Better Now,Post Malone,145.038,0.341,-5.804,0.578,10,42
1719,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,43
1720,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,44
1721,You Say,Lauren Daigle,147.892,0.0791,-6.89,0.632,5,45
1722,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,46
1723,Baby Shark,Pinkfong,115.062,0.52,-3.651,0.84,7,47
1724,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,48
1725,Here Tonight,Brett Young,96.002,0.448,-5.271,0.776,11,49
1726,Youngblood,5 Seconds Of Summer,120.274,0.152,-5.114,0.854,7,50
1727,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,79.351,0.702,-5.152,0.833,5,51
1728,Good As You,Kane Brown,153.831,0.769,-6.05,0.516,8,52
1729,Look What God Gave Her,Thomas Rhett,113.0,0.883,-3.966,0.85,2,53
1730,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,54
1731,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,139.927,0.475,-4.595,0.846,3,55
1732,Make It Sweet,Old Dominion,180.166,0.555,-4.453,0.837,7,56
1733,Close Friends,Lil Baby,158.896,0.698,-4.669,0.578,10,57
1734,Worth It,YK Osiris,123.936,0.422,-4.082,0.528,5,58
1735,Miss Me More,Kelsea Ballerini,96.028,0.491,-7.146,0.72,2,59
1736,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,60
1737,Night Shift,Jon Pardi,95.999,0.73,-3.564,0.754,2,61
1738,Walk Me Home,P!nk,88.038,0.432,-6.119,0.453,1,62
1739,Mixed Personalities,YNW Melly Featuring Kanye West,149.937,0.352,-9.104,0.44,2,63
1740,You Should See Me In A Crown,Billie Eilish,150.455,0.323,-10.485,0.533,4,65
1741,Robbery,Juice WRLD,159.966,0.578,-5.122,0.692,2,66
1742,Rumor,Lee Brice,140.975,0.599,-6.857,0.56,9,67
1743,Love Ain't,Eli Young Band,98.007,0.727,-4.645,0.851,11,68
1744,Cool,Jonas Brothers,78.969,0.62,-5.487,0.598,0,69
1745,Calma,Pedro Capo X Farruko,126.899,0.761,-4.218,0.773,11,71
1746,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,72
1747,Wish You Were Gay,Billie Eilish,118.028,0.282,-10.198,0.351,7,73
1748,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,74
1749,Before I Let Go,Beyonce,102.968,0.435,-5.424,0.842,6,75
1750,Big Ole Freak,Megan Thee Stallion,142.979,0.627,-7.694,0.699,2,76
1751,Put A Date On It,Yo Gotti Featuring Lil Baby,129.93,0.579,-5.696,0.659,4,77
1752,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,78
1753,Shot Clock,Ella Mai,95.11,0.434,-6.008,0.512,4,79
1754,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,80
1755,Secreto,Anuel AA & Karol G,91.987,0.706,-4.156,0.803,11,83
1756,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,84
1757,Bad Liar,Imagine Dragons,177.913,0.0827,-6.993,0.637,3,85
1758,Kill This Love,BLACKPINK,131.974,0.58,-4.141,0.861,2,86
1759,SOS,Avicii Featuring Aloe Blacc,100.001,0.376,-6.181,0.645,5,87
1760,Faucet Failure,Ski Mask The Slump God,99.993,0.615,-9.373,0.552,10,88
1761,On My Way To You,Cody Johnson,157.97,0.245,-5.477,0.538,1,89
1762,Slide,French Montana Featuring Blueface & Lil Tjay,96.004,0.591,-3.895,0.704,5,90
1763,Saturday Nights,Khalid & Kane Brown,167.923,0.341,-8.559,0.44,10,91
1764,Pure Cocaine,Lil Baby,127.05,0.107,-6.071,0.487,10,92
1765,Love Someone,Brett Eldredge,173.995,0.421,-5.011,0.813,9,93
1766,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,94
1767,My Strange Addiction,Billie Eilish,100.029,0.563,-10.952,0.305,8,95
1768,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,96
1769,Let Me Down Slowly,Alec Benjamin + Alessia Cara,150.073,0.483,-5.714,0.557,1,97
1770,Xanny,Billie Eilish,111.554,0.0528,-17.832,0.125,9,98
1771,One That Got Away,Michael Ray,160.003,0.609,-4.245,0.825,10,99
1772,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,100
1773,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,1
1774,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,2
1775,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,3
